gene	SPE_score	SEL_score
ACHE	1	1.77236831318599
ACIN1	0.866666666666667	0.368855556781659
ACKR1	0.95	2.24982852570184
ACKR3	0.955555555555555	0.519191198238887
ACKR4	1	2.69794580461244
ACLY	0.98	1.29099444873581
ACO1	0.857142857142857	0.484278001381509
ACO2	0.8	0.495876271055902
ACOD1	0.94	1.61911326897712
ACOT1	1	1.61015297179883
ACOT11	0.842857142857143	0.351364184463153
ACOT12	0.985714285714286	2.18898758942728
ACOT13	0.922222222222222	0.893650441230301
ACOT2	0.922222222222222	0.790569415042095
ACOT4	0.942857142857143	1.38534902432272
ACOT7	0.976923076923077	0.733617369235792
ACOT8	0.9	0.790569415042095
ACOT9	0.873913043478261	0.511215436855818
ACOX1	0.966666666666667	1.74801474695025
ACOX2	0.951851851851852	0.552770798392567
ACOX3	0.932258064516129	0.423271128697928
ACOXL-AS1	1	2.24982852570184
ACP1	0.989285714285714	1.13235557994845
ACP2	0.907692307692308	0.471404520791032
ACP5	0.925	1.35526185435788
ACP6	0.922222222222222	0.52704627669473
ACP7	0.966666666666667	2.10818510677892
ACPP	0.957142857142857	0.816496580927726
ACPT	1	3.16227766016838
ACR	1	3.16227766016838
ACRBP	0.925	0.690065559342354
ACSBG1	1	3.16227766016838
ACSF2	0.947826086956522	0.490268101951762
ACSF3	0.926086956521739	0.58925565098879
ACSL1	0.908333333333333	0.412470999152397
ACSL3	0.954166666666667	0.508432297715777
ACSL4	0.934615384615385	0.537629174710068
ACSL5	0.952941176470588	0.805536398239638
ACSL6	0.99	1.93797296428115
ACSM3	0.907692307692308	0.432049379893857
ACSM5	0.966666666666667	1.43372087784044
ACSM6	1	3.16227766016838
ACSS1	0.9	0.458543722756088
ACSS2	0.9875	0.972883373078792
ACSS3	0.98	0.880360320296645
ACTA1	1	2.24982852570184
ACTA2-AS1	0.932142857142857	0.449110360254966
ACTA2	0.969565217391304	0.888888888888889
ACTB	0.835714285714286	0.338287988387722
ACTBL2	1	3.16227766016838
ACTC1	0.985714285714286	2.00260247344965
ACTG1	0.872222222222222	0.405690242272346
ACTG1P20	1	3.16227766016838
ACTG2	0.972727272727273	1.31276654781812
ACTL10	0.923076923076923	0.544202416101988
ACTL6A	0.988888888888889	0.816496580927726
ACTL6B	1	3.16227766016838
ACTL8	0.94	2.18898758942728
ACTN1-AS1	0.947826086956522	0.559397148784321
ACTN1	0.947826086956522	0.559397148784321
ACTN2	0.983333333333333	1.62184632056442
ACTN3	0.94	1.53659074288215
ACTN4	0.805882352941176	0.461880215351701
ACTR10	0.871428571428571	0.437003686737563
ACTR1A	0.91	0.630115263019929
ACTR1B	0.95	0.819849763747358
ACTR2	0.861538461538461	0.355001591811165
ACTR3	0.872727272727273	0.805536398239638
ACTR3B	0.981818181818182	0.962819659257363
ACTR3C	0.969230769230769	0.921777197924954
ACTR5	0.957142857142857	0.849836585598797
ACTR6	0.988888888888889	0.942809041582063
ACTR8	0.975	1.05409255338946
ACTRT3	0.942857142857143	0.904026296374321
ACVR1	0.945833333333333	0.598268746518342
ACVR1B	0.921428571428571	0.38873012632302
ACVR1C	0.9375	0.644718706517816
ACVR2A	0.994736842105263	1.05409255338946
ACVR2B-AS1	0.8875	0.558048998853243
ACVR2B	0.8875	0.558048998853243
ACVRL1	0.963636363636364	1.09994388184574
ACY1	1	0.790569415042095
ACY3	0.957142857142857	1.24721912892465
ACYP1	0.935	0.495876271055902
ACYP2	0.939130434782609	0.570491538702255
ADA	0.905	0.490243774348717
ADA2	0.911764705882353	1.0805252066575
ADAL	0.983333333333333	1.35526185435788
ADAM10	0.958333333333333	1.11091886072277
ADAM11	1	3.16227766016838
ADAM12	0.977777777777778	1.64308384384557
ADAM15	0.711111111111111	0.409634536525839
ADAM17	0.971428571428571	0.654437445960423
ADAM18	1	3.16227766016838
ADAM19	0.94	0.642195426631485
ADAM1A	1	3.16227766016838
ADAM22	0.9375	0.89192446825262
ADAM23	0.97	1.4067555614713
ADAM28	0.988888888888889	1.24721912892465
ADAM30	1	3.16227766016838
ADAM32	0.917647058823529	0.866242325209584
ADAM33	0.933333333333333	1.06574033851394
ADAM8	0.893333333333333	1.10129786056511
ADAM9	0.864285714285714	0.452858823665856
ADAMDEC1	1	2.10818510677892
ADAMTS1	0.9	0.60380736442456
ADAMTS10	0.9625	0.795995487064466
ADAMTS12	1	1.12687233963802
ADAMTS13	1	2.62936879248872
ADAMTS14	0.9875	1.13553405309303
ADAMTS15	0.934146341463415	0.786760888146623
ADAMTS17	0.956521739130435	0.639642028241922
ADAMTS19-AS1	1	3.16227766016838
ADAMTS19	1	2.24982852570184
ADAMTS2	0.976923076923077	1.35656838300831
ADAMTS20	1	3.16227766016838
ADAMTS3	1	0.972883373078792
ADAMTS4	0.769230769230769	0.364423543365679
ADAMTS5	0.892857142857143	0.596151838155859
ADAMTS6	0.76	0.345231703169784
ADAMTS7	0.953846153846154	1.00628985261053
ADAMTS8	0.958823529411765	1.69193803698234
ADAMTS9-AS1	0.971428571428571	2.24982852570184
ADAMTS9-AS2	0.966666666666667	1.79698822107065
ADAMTS9	0.966666666666667	1.79698822107065
ADAMTSL1	0.952	0.754285970772414
ADAMTSL2	0.98	1.49988568380123
ADAMTSL3	0.990909090909091	1.5112745009706
ADAMTSL4-AS1	0.625	0.721221220740157
ADAMTSL4	0.757142857142857	0.595766960820201
ADAMTSL5	0.86	0.86066296582387
ADAP1	0.947058823529412	0.945594303312091
ADAP2	0.936363636363636	1.2227832606829
ADAR	0.975	1.4142135623731
ADARB1	0.979166666666667	0.735093193348022
ADARB2	1	3.16227766016838
ADAT1	0.91578947368421	0.431208816101782
ADAT2	0.85625	0.519191198238887
ADAT3	0.846666666666667	0.407682457495518
ADCK1	0.927272727272727	0.677202072477852
ADCK2	0.925	0.43179271456303
ADCK5	0.95	0.955813918560292
ADCY1	0.97	1.45274004863747
ADCY10	0.9375	1.6637054561547
ADCY10P1	1	1.61015297179883
ADCY2	0.991666666666667	2.17722356054911
ADCY3	0.9375	1.02884116142251
ADCY4	0.825	0.953462589245592
ADCY5	0.992307692307692	1.65643115532629
ADCY6	0.93	0.834197936713045
ADCY7	0.958333333333333	1.71049635196583
ADCY8	1	3.16227766016838
ADCY9	0.833333333333333	0.765780486227234
ADCYAP1	1	3.16227766016838
ADCYAP1R1	1	2.53859103528797
ADD1	0.830434782608696	0.302225146721617
ADD2	0.98	1.56149659139502
ADD3-AS1	0.965217391304348	0.704280554572594
ADD3	0.965217391304348	0.704280554572594
ADGB	0.98	2.62936879248872
ADGRA1	0.990909090909091	2.24982852570184
ADGRA2	0.869230769230769	0.38490017945975
ADGRA3	0.973913043478261	0.787167524977652
ADGRB2	1	3.16227766016838
ADGRB3	0.981818181818182	1.4067555614713
ADGRD1	0.945714285714286	0.560336084835072
ADGRE1	0.95	1.69320436306111
ADGRE3	0.9	1.79161283295523
ADGRE4P	0.95	2.10818510677892
ADGRE5	0.846666666666667	0.579213123481375
ADGRF1	0.96	1.35526185435788
ADGRF2	1	1.64570147151096
ADGRF3	0.8875	0.558048998853243
ADGRF4	1	1.69320436306111
ADGRF5	0.984615384615385	1.67036626426366
ADGRG1	0.923076923076923	0.544202416101988
ADGRG2	0.985714285714286	2.18898758942728
ADGRG3	0.963157894736842	1.01273936708367
ADGRG5	0.933333333333333	2
ADGRG6	0.959090909090909	0.955114752309783
ADGRG7	1	3.16227766016838
ADGRL1	1	2.41522945769824
ADGRL2	1	1.74801474695025
ADGRL3	0.977777777777778	1.16971267064356
ADGRL4	0.975	1.72848324290045
ADGRV1	0.916666666666667	1.45011952897035
ADH1B	1	3.16227766016838
ADH1C	1	2.07525983857745
ADH4	0.985714285714286	2.34224488709253
ADH5	0.988235294117647	0.802044171976313
ADH6	1	3.16227766016838
ADHFE1	0.9	0.638385121415675
ADI1	0.919047619047619	0.523383645269344
ADIG	0.983333333333333	1.51335700781626
ADIPOR1	0.89	0.570104285589459
ADIPOR2	0.83125	0.452676009942835
ADIRF	0.9	0.786074953296151
ADK	0.928571428571429	1.1653431646335
ADM	0.863636363636364	0.606777413651243
ADM2	0.9	0.831479419283098
ADM5	0.975	1.4142135623731
ADNP-AS1	0.925	0.473537583815121
ADNP	0.925	0.473537583815121
ADNP2	0.978125	0.768755788778423
ADO	0.94	0.485912657903775
ADORA1	0.942105263157895	1.13311544746506
ADORA2A-AS1	0.985714285714286	2.28597778739087
ADORA2A	0.952941176470588	1.25432584814845
ADORA2B	0.964705882352941	0.894568078957158
ADORA3	0.911111111111111	1.00172860976038
ADPGK-AS1	0.96	1.17610371764081
ADPGK	0.96	1.17610371764081
ADPRH	0.952941176470588	0.573488351136175
ADPRHL1	0.985714285714286	1.67186688731157
ADPRHL2	0.91	0.762704039273128
ADPRM	0.953333333333333	0.824331545983966
ADRA1A	0.971428571428571	2.12438968884444
ADRA1B	0.923809523809524	0.962320734646961
ADRA1D	0.954545454545454	1.67186688731157
ADRA2A	0.978571428571429	0.653267892115988
ADRA2B	0.976923076923077	1.35656838300831
ADRA2C	1	1.74801474695025
ADRB1	0.971428571428571	0.580378235730526
ADRB2	0.961538461538461	0.880360320296645
ADRB3	1	3.16227766016838
ADRM1	0.929411764705882	0.698222645907469
ADSL	0.99	0.904026296374321
ADSS	0.9	0.767834071266529
ADTRP	0.969565217391304	1.26686158344349
AEBP1	0.958333333333333	1.21029798917733
AEBP2	0.9625	1.02314806158389
AEN	0.90625	0.355001591811165
AES	0.791666666666667	0.338287988387722
AFAP1	0.933333333333333	0.509175077217316
AFAP1L1	0.988888888888889	0.97182531580755
AFAP1L2	0.926923076923077	0.778659112652913
AFDN-AS1	0.977777777777778	0.65345026220751
AFDN	0.978125	0.814884542670292
AFF1	0.945	0.491575460243547
AFF2	0.977777777777778	1.35180048625427
AFF3	0.942857142857143	1.38534902432272
AFF4	0.883333333333333	0.633286617191203
AFG3L1P	0.95	0.819849763747358
AFG3L2	0.961538461538461	0.63071801355283
AFM	1	3.16227766016838
AFMID	0.892857142857143	0.617916324400718
AFTPH	0.83125	0.311045002290525
AGA	1	0.962819659257364
AGAP1-IT1	0.99	1.73813701814545
AGAP1	0.973333333333333	1.03642494650821
AGAP11	0.889473684210526	0.471404520791032
AGAP2-AS1	0.966666666666667	0.986013297183269
AGAP3	0.881818181818182	0.447903208238808
AGBL1-AS1	1	2.10818510677892
AGBL1	1	3.16227766016838
AGBL2	0.95625	0.616581083657468
AGBL3	0.938888888888889	0.550045338574961
AGBL4	1	2.10818510677892
AGBL5-AS1	0.9	0.690065559342354
AGBL5	0.9	0.690065559342354
AGFG1	0.865	0.266311820645654
AGFG2	0.909090909090909	0.612706637003771
AGGF1	0.9875	0.776895443089001
AGK	0.976923076923077	0.437003686737563
AGL	0.991666666666667	0.873301864919303
AGMAT	0.946153846153846	1.31233464566864
AGMO	1	1.50808008923782
AGO1	0.957142857142857	0.707106781186548
AGO2	0.890476190476191	0.342169387595037
AGO3	1	1.29099444873581
AGO4	0.95	0.776895443089001
AGPAT1	1	1.61015297179883
AGPAT2	0.925	0.470200420431702
AGPAT3	0.95	0.787853606895654
AGPAT4-IT1	0.978571428571429	1.66493566394932
AGPAT4	0.975	0.783156008298049
AGPAT5	0.95	0.519191198238887
AGPS	0.915384615384615	0.52704627669473
AGR2	0.98125	1.65415432509799
AGR3	0.969230769230769	1.66493566394932
AGRN	0.927777777777778	0.670643704495169
AGRP	0.966666666666667	1.65738154335292
AGT	0.978947368421053	1.32907321949106
AGTPBP1	0.922222222222222	0.790569415042095
AGTR1	0.99375	1.56985246284299
AGTRAP	0.838461538461538	0.558048998853243
AGXT	0.983333333333333	1.69030850945703
AGXT2	1	3.16227766016838
AHCTF1	0.828571428571429	0.388349888090854
AHCY	0.928571428571429	0.86066296582387
AHCYL1	0.955	0.379484460211935
AHCYL2	0.96	0.786074953296151
AHDC1	0.867857142857143	0.371573762722806
AHI1	0.983333333333333	1.17610371764081
AHNAK	0.781818181818182	0.308606699924184
AHNAK2	0.966666666666667	1.43372087784044
AHR	0.948275862068966	0.431219680932052
AHSA1	0.922222222222222	0.733617369235792
AHSA2	0.85	0.720082299823096
AHSG	1	3.16227766016838
AICDA	1	3.16227766016838
AIDA	0.933333333333333	1.05409255338946
AIF1	0.9	1.29099444873581
AIF1L	0.953333333333333	1.0883809088526
AIFM1	0.805263157894737	0.540324081805248
AIFM2	0.981818181818182	0.814884542670292
AIG1	0.877777777777778	0.513701166914081
AIM1	0.944	0.559812748506421
AIM1L	0.95	1.49988568380123
AIM2	0.9375	1.09087422493244
AIMP1	1	1.74801474695025
AIMP2	0.9	0.384147685720537
AIP	0.816666666666667	0.682059887487297
AIRE	1	3.16227766016838
AIRN	0.975	1.63299316185545
AJUBA	0.908333333333333	0.504131221186263
AK1	0.958333333333333	0.879078892998427
AK2	0.917241379310345	0.427025036396678
AK3	0.95	0.972883373078792
AK4	0.959090909090909	0.796715421627643
AK5	0.99	1.35180048625427
AK6	0.933333333333333	0.90267093384844
AK7	1	1.57167302786545
AK8	0.94	0.790569415042095
AK9	0.925	0.767834071266529
AKAIN1	1	3.16227766016838
AKAP1	0.952380952380952	0.597717940201604
AKAP10	0.958823529411765	0.65734219812218
AKAP11	1	1.78809365290653
AKAP12	0.927777777777778	0.905399330538533
AKAP13	0.890476190476191	0.504797916635081
AKAP17A	0.986206896551724	1.35556910378754
AKAP2	0.92	0.382516873699498
AKAP3	0.942857142857143	0.795995487064466
AKAP5	0.955555555555555	0.72975638311578
AKAP6	1	2.21313334068995
AKAP7	0.90952380952381	0.456435464587638
AKAP8	0.971428571428571	0.972883373078792
AKAP8L	0.966666666666667	0.765780486227234
AKAP9	0.984615384615385	1.37885262733232
AKIP1	0.877777777777778	0.263523138347365
AKIRIN1	0.957142857142857	0.471404520791032
AKIRIN2	0.835714285714286	0.477562460565714
AKNA	0.807142857142857	0.901303027766867
AKNAD1	0.966666666666667	2.41522945769824
AKR1A1	0.933333333333333	0.90267093384844
AKR1B1	0.947619047619048	0.76262521740513
AKR1B10	0.961111111111111	1.4142135623731
AKR1B15	0.99	2.36480157759111
AKR1C1	1	3.16227766016838
AKR1C2	0.984615384615385	2.24982852570184
AKR1C3	0.941379310344828	0.641621554237062
AKR1C4	1	3.16227766016838
AKR1C8P	1	3.16227766016838
AKR1E2	0.940740740740741	0.710899629030101
AKR7A2	0.983333333333333	0.823257300310472
AKR7A2P1	1	2.10818510677892
AKR7A3	1	2.10818510677892
AKR7L	0.966666666666667	2.10818510677892
AKT1	0.8875	0.575014835239811
AKT2	0.866666666666667	0.612706637003771
AKT3	0.98125	1.17556951352638
AKTIP	0.818181818181818	0.386199677334795
ALAD	0.963636363636364	0.314269680527355
ALAS1	0.914285714285714	0.409008072273689
ALCAM	0.953333333333333	0.516042011088679
ALDH16A1	0.85	0.816496580927726
ALDH18A1	0.995	0.570104285589459
ALDH1A1	0.947619047619048	0.881424825054424
ALDH1A2	0.991666666666667	2.17722356054911
ALDH1A3	0.957142857142857	1.64991582276861
ALDH1B1	0.941379310344828	0.718817203921
ALDH1L1-AS2	0.96	1.91070501407037
ALDH1L1	0.954545454545454	1.25692526074986
ALDH1L2	0.98	0.65734219812218
ALDH2	0.8375	0.792061901579343
ALDH3A1	0.941666666666667	1.2268164025998
ALDH3A2	0.94	0.671854812358212
ALDH3B1	0.871428571428571	0.671854812358213
ALDH4A1	0.864285714285714	0.554176433306877
ALDH5A1	0.885714285714286	1.00615390423749
ALDH6A1	0.916666666666667	0.795995487064467
ALDH7A1	0.966666666666667	0.60380736442456
ALDH8A1	0.988888888888889	1.63299316185545
ALDH9A1	0.906666666666667	0.472524248071137
ALDOA	0.98	1.1653431646335
ALDOB	0.958333333333333	2.14882638318392
ALDOC	1	0.666666666666667
ALG1	0.954545454545454	0.52704627669473
ALG10	0.957142857142857	0.816496580927726
ALG10B	0.947619047619048	0.790569415042095
ALG11	0.982352941176471	0.781735959970572
ALG12	0.88	0.481522684305173
ALG13	0.975	1.05409255338946
ALG14	0.955	0.659293351710344
ALG2	0.9625	0.795995487064466
ALG3	0.977777777777778	0.904026296374321
ALG8	0.95625	0.581518917325765
ALG9	0.911111111111111	0.682059887487298
ALK	1	2.53859103528797
ALKAL1	1	2.10818510677892
ALKAL2	0.957142857142857	1.76383420737639
ALKBH1	0.914285714285714	0.413449115297362
ALKBH2	0.904545454545455	0.490888068185661
ALKBH3-AS1	0.941176470588235	0.63071801355283
ALKBH3	0.938888888888889	0.617916324400718
ALKBH4	0.935714285714286	0.82111394053422
ALKBH5	0.945454545454546	1.00172860976038
ALKBH6	0.928571428571429	1.34943975572124
ALKBH7	0.975	1.4142135623731
ALKBH8	0.96	1.21171529999995
ALLC	0.963636363636364	1.81216738114445
ALMS1	1	2.10818510677892
ALOX12-AS1	0.933333333333333	1.05409255338946
ALOX12P2	0.98	2.10818510677892
ALOX15B	1	3.16227766016838
ALOX15P1	1	3.16227766016838
ALOX5	0.92962962962963	0.71147464977586
ALOX5AP	0.9	0.925462847164316
ALOXE3	0.6	0.261891400439462
ALPI	1	3.16227766016838
ALPK1	0.96	0.499432784842929
ALPK2	0.992307692307692	1.69030850945703
ALPK3	0.977777777777778	1.0883809088526
ALPL	0.993333333333333	1.91394734630931
ALS2	0.985714285714286	0.986013297183269
ALS2CL	0.907142857142857	0.304915778647617
ALS2CR12	0.985714285714286	0.986013297183269
ALX1	1	2.24982852570184
ALX3	1	3.16227766016838
ALX4	1	1.88080168172681
ALYREF	0.954545454545454	0.52704627669473
AMACR	0.964705882352941	0.681313581074966
AMBP	0.928571428571429	1.74801474695025
AMBRA1	0.933333333333333	0.634647758821992
AMD1	0.9	0.682929219058732
AMDHD1	0.972727272727273	0.903507902905251
AMDHD2	0.928571428571429	1.09713431434064
AMER1	0.973333333333333	0.762704039273128
AMER2	1	2.62936879248872
AMER3	1	3.16227766016838
AMFR	0.947619047619048	0.437003686737563
AMH	0.963636363636364	1.37885262733232
AMHR2	1	3.16227766016838
AMIGO1	0.926315789473684	0.606901773163628
AMIGO2	0.946666666666667	0.740408102866365
AMIGO3	0.95	1.10492102890195
AMMECR1	0.973333333333333	0.721221220740157
AMMECR1L	0.982352941176471	0.816496580927726
AMN	1	3.16227766016838
AMN1	0.868421052631579	0.403724624074977
AMOT	0.969230769230769	0.834197936713045
AMOTL1	0.935	0.742956587815487
AMOTL2	0.938095238095238	0.749214634295796
AMPD2	0.916666666666667	0.558760270138963
AMPD3	0.914285714285714	0.794458122298957
AMPH	1	2.41522945769824
AMT	0.9875	1.33024333304207
AMZ1	0.975	2.16024689946929
AMZ2	0.87	0.581518917325765
AMZ2P1	0.883333333333333	0.371573762722806
ANAPC1	0.9625	0.670786170338747
ANAPC10	0.84	0.72975638311578
ANAPC11	0.954545454545454	0.52704627669473
ANAPC13	0.94	0.718674512944181
ANAPC15	0.85	0.720082299823096
ANAPC16	0.776190476190476	0.151881699851271
ANAPC2	0.925	0.612706637003771
ANAPC4	0.970588235294118	0.417698447033037
ANAPC5	0.953846153846154	0.630115263019929
ANAPC7	0.966666666666667	0.471404520791032
ANG	0.83	0.463579835938731
ANGEL1	0.858823529411765	0.268415837710881
ANGEL2	0.914285714285714	0.519191198238887
ANGPT1	0.927777777777778	0.736382523366191
ANGPT2	0.9625	1.46586504514519
ANGPT4	0.98	2.10818510677892
ANGPTL1	0.955	0.882141786406892
ANGPTL2	0.877777777777778	0.816496580927726
ANGPTL4	0.809090909090909	0.461165492107889
ANGPTL5	1	1.51211817574238
ANGPTL7	0.99	1.73813701814545
ANGPTL8	1	3.16227766016838
ANK1	0.945454545454546	1.30211433065757
ANK2	0.966666666666667	1.61015297179883
ANK3	1	3.16227766016838
ANKAR	1	1.69967317119759
ANKDD1A	0.922222222222222	0.733617369235792
ANKDD1B	0.975	1.26686158344349
ANKEF1	0.976	0.720510347000041
ANKFN1	1	3.16227766016838
ANKFY1	0.96	0.767834071266528
ANKH	0.973170731707317	0.519191198238887
ANKIB1	1	2.34224488709253
ANKK1	1	3.16227766016838
ANKLE1	1	2.10818510677892
ANKLE2	0.9	0.460839492511007
ANKMY1	0.966666666666667	1.07043604822209
ANKMY2	0.95	1.03965224722621
ANKRA2	0.97	0.519191198238887
ANKRD1	1	3.16227766016838
ANKRD10	0.911111111111111	1.07575425288982
ANKRD11	0.882352941176471	0.338287988387722
ANKRD12	0.921428571428571	0.869226987360353
ANKRD13A	0.955555555555555	0.751942476852061
ANKRD13B	0.92	1.2227832606829
ANKRD13C	1	1.74801474695025
ANKRD13D	0.811111111111111	0.658729875828981
ANKRD16	0.954545454545454	0.638737904864829
ANKRD17	0.825	1.00045903146783
ANKRD18A	0.966666666666667	0.843685697138191
ANKRD18B	1	2.24982852570184
ANKRD18CP	0.983333333333333	0.690065559342354
ANKRD18DP	0.977777777777778	0.977243363430127
ANKRD19P	1	2.10818510677892
ANKRD2	0.9375	0.814884542670292
ANKRD20A5P	1	2.41522945769824
ANKRD20A8P	1	3.16227766016838
ANKRD22	0.963157894736842	1.12060376325191
ANKRD23	0.988888888888889	1.88561808316413
ANKRD24	1	2.10818510677892
ANKRD26	0.98	1.40545673785261
ANKRD26P3	1	3.16227766016838
ANKRD27	0.923529411764706	0.544331053951817
ANKRD28	0.96	0.612706637003771
ANKRD29	0.9875	0.830241176720737
ANKRD31	0.983333333333333	0.602338601936834
ANKRD33	0.95	1.64053589558149
ANKRD33B	0.927272727272727	0.565772473564811
ANKRD34A	0.773684210526316	0.238020899152459
ANKRD34B	1	3.16227766016838
ANKRD34C-AS1	1	1.9436506316151
ANKRD35	0.7375	0.396510076107134
ANKRD36	0.955	0.596151838155859
ANKRD36BP2	1	2.11904651358147
ANKRD36C	0.955555555555555	0.854273397382445
ANKRD37	0.941666666666667	0.721221220740157
ANKRD39	0.904166666666667	0.301731168598335
ANKRD40	0.938461538461538	0.612706637003771
ANKRD42	1	1.10492102890195
ANKRD44-IT1	0.929411764705882	1.43976701334453
ANKRD44	0.95	0.670257817439032
ANKRD45	0.971428571428571	1.69320436306111
ANKRD46	0.969565217391304	0.737027731190089
ANKRD49	0.968421052631579	0.805536398239638
ANKRD50	0.97	1.30995279737895
ANKRD52	1	2.10818510677892
ANKRD53	0.857142857142857	0.682059887487298
ANKRD54	0.953333333333333	0.766612766101425
ANKRD55	1	3.16227766016838
